title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Application Developer,Novacura,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-02,https://lk.linkedin.com/jobs/view/application-developer-at-novacura-3694416348?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=LbU6kmfx3Bbt03mPbWTqjQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Database Engineer,OREL IT,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[{'Employment type': 'Contract'}],2023-09-13,https://lk.linkedin.com/jobs/view/database-engineer-at-orel-it-3712170228?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=dWzVEFvl9aI%2BWkulEjHb%2FA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Development Team Lead,ParentPay Lanka (Pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-29,https://lk.linkedin.com/jobs/view/development-team-lead-at-parentpay-lanka-pvt-ltd-3705682229?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=nD8IWS6fKp2ZOXqMWKnuEw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Workforce Development Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'International Trade and Development'}]",2023-08-24,https://lk.linkedin.com/jobs/view/workforce-development-manager-sri-lanka-at-acdi-voca-3703284868?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=FeOOqaNVwiljl7h0mneYSg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer (.Net/ C#/ Angular +),George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-12,https://lk.linkedin.com/jobs/view/software-engineer-net-c%23-angular-%2B-at-george-bernard-3713753414?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=rDvwXbN69y%2F4BwJHTPqzFA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead/ Associate Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-08,https://lk.linkedin.com/jobs/view/tech-lead-associate-tech-lead-at-embla-software-innovation-pvt-ltd-3714996287?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=kk554GEI2XApSPjLoKFD%2BA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Analyst,Virtusa,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[],2023-09-13,https://lk.linkedin.com/jobs/view/business-analyst-at-virtusa-3719923487?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=dMylMcpgOyday0JEgNMdVg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
GroupM | Intern - Digital Media,GroupM,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Temporary'}, {'Job function': 'Advertising, Strategy/Planning, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-03-30,https://lk.linkedin.com/jobs/view/groupm-intern-digital-media-at-groupm-3582732032?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=PgBNw3u9mfhA6MvqCsPB9A%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
"Deputy Chief of Party, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-05-12,https://lk.linkedin.com/jobs/view/deputy-chief-of-party-sri-lanka-at-acdi-voca-3605729320?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=bBwl7c77S5YYoKYoW9kj7A%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/tech-lead-at-embla-software-innovation-pvt-ltd-3710063311?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=NosIrvxLpM5gBiXJmavocg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineers - Blockchain,CodeGen International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-03,https://lk.linkedin.com/jobs/view/software-engineers-blockchain-at-codegen-international-3681868682?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=FYHvMlSgVu8sr%2BPy7O99Bg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/data-engineer-at-embla-software-innovation-pvt-ltd-3710064203?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=Xy%2FEZGkeeov2XITQN3ECRg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Director of Engineering,Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-11,https://lk.linkedin.com/jobs/view/director-of-engineering-at-amused-group-3686356032?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=kedIAAu28Mx0XmywrMh1mA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Access to Finance Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance and Sales'}, {'Industries': 'International Trade and Development'}]",2023-08-24,https://lk.linkedin.com/jobs/view/access-to-finance-manager-sri-lanka-at-acdi-voca-3703284930?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=ipXu5zgLOP03udQO%2F3oYNw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Client Account Manager,Infor,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Sales and Business Development'}, {'Industries': 'Software Development'}]",2023-08-12,https://lk.linkedin.com/jobs/view/client-account-manager-at-infor-3705703516?refId=ZNeeFrbtk8pRU9U1lswh6Q%3D%3D&trackingId=8zlER2epdx6rja5pfGkKfA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Graphic Designer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Design, Art/Creative, and Information Technology'}, {'Industries': 'Advertising Services'}]",2023-09-01,https://lk.linkedin.com/jobs/view/graphic-designer-at-embla-software-innovation-pvt-ltd-3710059737?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=%2FtqyC8qj%2BN7zUjvCnYwTew%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Atendente de Negocio,Riber,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative'}, {'Industries': 'Financial Services'}]",2023-09-01,https://lk.linkedin.com/jobs/view/atendente-de-negocio-at-riber-3703161462?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=nURt60MlvotDFXhbiV7O5Q%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/data-analyst-at-embla-software-innovation-pvt-ltd-3710062360?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=t2IMKaR0z310MWa6JT7aow%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/software-engineer-at-embla-software-innovation-pvt-ltd-3710195049?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=oRS7HYMMGmVba6gedzRFvg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
"Research, Campaigns and Communication Assistant (RCCA)",Amnesty International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Administrative, and Other'}, {'Industries': 'Public Relations and Communications Services, Non-profit Organizations, and International Trade and Development'}]",2023-09-04,https://lk.linkedin.com/jobs/view/research-campaigns-and-communication-assistant-rcca-at-amnesty-international-3704867729?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=XY7JLncKUnFvVZREjpQvhQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-17,https://lk.linkedin.com/jobs/view/machine-learning-engineer-at-george-bernard-3718033116?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=lRKykJgokR%2FdcjjTSwgmyQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Database Administrator,CodeGen International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-07-04,https://lk.linkedin.com/jobs/view/database-administrator-at-codegen-international-3653165887?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=fR7qMpHR8S9%2FrrlYm%2B0XTQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Manager (Scrum Master),Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-04,https://lk.linkedin.com/jobs/view/project-manager-scrum-master-at-amused-group-3681410348?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=IiQq9fFQzQAvL4pR%2F2Gxtg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
"Chief of Party, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-04-19,https://lk.linkedin.com/jobs/view/chief-of-party-sri-lanka-at-acdi-voca-3607313394?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=DCONSp7lzgZMGY9Bz4z%2BFA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
"Finance and Administration Director, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance and Sales'}, {'Industries': 'International Trade and Development'}]",2023-04-25,https://lk.linkedin.com/jobs/view/finance-and-administration-director-sri-lanka-at-acdi-voca-3586775963?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=ygetYUTkus274njGxZTBrQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
"Business Enabling Environment (BEE) Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[],2023-08-26,https://lk.linkedin.com/jobs/view/business-enabling-environment-bee-manager-sri-lanka-at-acdi-voca-3704330467?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=Gx7V4jz0nLqWMdSiCpWwuw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Application Developer,Novacura,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka",[],2023-08-02,https://lk.linkedin.com/jobs/view/application-developer-at-novacura-3694416348?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=0xIVf6qin%2FSiSiJ7ha7IvA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Development Team Lead,ParentPay Lanka (Pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-29,https://lk.linkedin.com/jobs/view/development-team-lead-at-parentpay-lanka-pvt-ltd-3705682229?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=hEK%2Fbxk2Y%2Ffnjve5vzDipw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Workforce Development Manager, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'International Trade and Development'}]",2023-08-24,https://lk.linkedin.com/jobs/view/workforce-development-manager-sri-lanka-at-acdi-voca-3703284868?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=IF4C%2Fi40VeZM6htZbv8TAw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer (.Net/ C#/ Angular +),George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-12,https://lk.linkedin.com/jobs/view/software-engineer-net-c%23-angular-%2B-at-george-bernard-3713753414?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=p1ebhRV335uu2m508fZncQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead/ Associate Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-08,https://lk.linkedin.com/jobs/view/tech-lead-associate-tech-lead-at-embla-software-innovation-pvt-ltd-3714996287?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=42OVPR6goVLc%2ByYmEANZEw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Analyst,Virtusa,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-13,https://lk.linkedin.com/jobs/view/business-analyst-at-virtusa-3719923487?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=bT%2Fe7lOgsqfVtraAlnIF8A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
GroupM | Intern - Digital Media,GroupM,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Temporary'}, {'Job function': 'Advertising, Strategy/Planning, and Marketing'}, {'Industries': 'Advertising Services'}]",2023-03-30,https://lk.linkedin.com/jobs/view/groupm-intern-digital-media-at-groupm-3582732032?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=6FRPvROiWBKnY1P7I7Fg4A%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
"Deputy Chief of Party, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-05-12,https://lk.linkedin.com/jobs/view/deputy-chief-of-party-sri-lanka-at-acdi-voca-3605729320?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=iNxtagbSyiTDcEwsopqHHg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Recruitment Executive,Accenture,Nan,hybrid,NaN,"Ja-ela, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Retail Apparel and Fashion and Outsourcing and Offshoring Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/recruitment-executive-at-accenture-3702295185?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=qUlTyAMtJvX93Xz7%2FIy9Eg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Internship with WOW Superapp - WOW Mall,Dialog Axiata PLC,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Internship'}, {'Job function': 'Sales'}, {'Industries': 'Telecommunications'}]",2023-09-07,https://lk.linkedin.com/jobs/view/internship-with-wow-superapp-wow-mall-at-dialog-axiata-plc-3706545375?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=GatpS0mlmCMyc9hJCSejNQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Tech Lead,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/tech-lead-at-embla-software-innovation-pvt-ltd-3710063311?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=EhEL5GAneEs4%2FpZh9q76HA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineers - Blockchain,CodeGen International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-08-03,https://lk.linkedin.com/jobs/view/software-engineers-blockchain-at-codegen-international-3681868682?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=N6%2B2gvDW1CkxA0SaxzDtwA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/data-engineer-at-embla-software-innovation-pvt-ltd-3710064203?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=58oQPHSc3gY6Q%2FIc4Wwxbw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Director of Engineering,Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-11,https://lk.linkedin.com/jobs/view/director-of-engineering-at-amused-group-3686356032?refId=le3m7Y1JxTzccK%2B3rZuPWw%3D%3D&trackingId=ier8sKxcysfJGsoII1eoew%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Graphic Designer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Design, Art/Creative, and Information Technology'}, {'Industries': 'Advertising Services'}]",2023-09-01,https://lk.linkedin.com/jobs/view/graphic-designer-at-embla-software-innovation-pvt-ltd-3710059737?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=%2BME9s%2BfqQ9n8DKgrqP3rbw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Atendente de Negocio,Riber,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative'}, {'Industries': 'Financial Services'}]",2023-09-01,https://lk.linkedin.com/jobs/view/atendente-de-negocio-at-riber-3703161462?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=bBtW2YWM3uL5abhDXIHKKA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/data-analyst-at-embla-software-innovation-pvt-ltd-3710062360?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=q2JNGnsvxoqWjx%2FEBsySlA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,Embla Software Innovation (pvt) Ltd,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-01,https://lk.linkedin.com/jobs/view/software-engineer-at-embla-software-innovation-pvt-ltd-3710195049?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=3cocdg9XhDPkqiTDUWxS1A%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
"Research, Campaigns and Communication Assistant (RCCA)",Amnesty International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Administrative, and Other'}, {'Industries': 'Public Relations and Communications Services, Non-profit Organizations, and International Trade and Development'}]",2023-09-04,https://lk.linkedin.com/jobs/view/research-campaigns-and-communication-assistant-rcca-at-amnesty-international-3704867729?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=%2BtnlqpB0APYquYoZ7MFL3w%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,George Bernard,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-17,https://lk.linkedin.com/jobs/view/machine-learning-engineer-at-george-bernard-3718033116?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=HtFW4mCBdS0bdn8UlvCDQA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Database Administrator,CodeGen International,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-07-04,https://lk.linkedin.com/jobs/view/database-administrator-at-codegen-international-3653165887?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=d1lHLgjZAKLft0C3MVFjPg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Manager (Scrum Master),Amused Group,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-08-04,https://lk.linkedin.com/jobs/view/project-manager-scrum-master-at-amused-group-3681410348?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=5wz63mdBWao9Z7xSTwpE8Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
"Chief of Party, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'International Trade and Development'}]",2023-04-19,https://lk.linkedin.com/jobs/view/chief-of-party-sri-lanka-at-acdi-voca-3607313394?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=cYOZOAUGsxZxHt6CN%2FEzKg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
"Finance and Administration Director, Sri Lanka",ACDI/VOCA,Nan,hybrid,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance and Sales'}, {'Industries': 'International Trade and Development'}]",2023-04-25,https://lk.linkedin.com/jobs/view/finance-and-administration-director-sri-lanka-at-acdi-voca-3586775963?refId=jvhqPQ%2FxcSeI0try%2F%2FCciw%3D%3D&trackingId=46qm3t1qI0v%2B%2BI7j%2B5xWQQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
